"Temperature","Humidity","PM2.5","PM10","NO2","SO2","CO","Industrial_Vicinity","Population_Density"
29,67.2,14.9,20,24.3,6.5,0.84,10.2,524
28.4,62.8,24.6,35.1,23.5,12.3,1.53,5.4,543
21.2,52,0.2,3.9,17.9,4.5,0.95,10.5,278
42.3,70.8,18.7,35.2,28.1,20.8,2.21,3.9,651
35.8,69.7,9.8,14.4,22.5,10.5,1.1,5.3,396
33.2,83.7,29.4,31.8,48.7,21.4,1.88,4.8,933
27.1,61.5,24,29.4,45.5,14.3,2.19,4.3,806
20.8,68,7.4,11.4,10.6,7.4,0.95,10.8,316
22.9,67.6,4,9.7,24.3,5.6,0.9,13.6,422
24.7,43.2,5.3,11.2,13.7,1.4,1.01,10.1,552
26.4,74.6,73.9,86.5,24.4,7,1.65,5.1,603
33.6,81.2,20.2,30.3,30.2,10.6,1.24,6.3,714
34.2,99.4,8.9,32,32.3,7.9,1.71,3.3,601
27.2,71.6,10.7,24.4,31.4,15.4,2.09,4,434
23.5,51.9,5.2,15,14.4,0.5,1.41,5.9,475
28.8,66.7,7.6,10.6,16.4,5.1,1.25,13.3,460
29.9,68.7,0.5,7,11.9,7.5,0.87,13.9,547
32.6,87.7,59.1,82.6,33.7,9.4,1.7,5.1,634
22.8,66.4,9.3,12.7,13.9,4,0.87,10.7,579
30.1,72.9,0,5.9,26.5,8.1,1.21,13,569
41,82.3,90.1,109.2,48.8,27.5,1.52,4.3,450
27.2,46.7,3.4,5.6,17.2,4.1,1,13.1,468
28.6,67.6,3.2,5,18.6,3.3,0.92,16.4,355
48.8,74.5,14,35.7,39,13.8,2.63,6.2,540
30.4,72.1,33.4,43,16.9,2.9,1.04,10.3,570
34,82.8,173.2,190,26.4,14.1,2.3,7.7,613
40.8,107.1,11.6,37.6,36.7,5.3,1.94,3,750
27.5,69.6,23.3,31.1,37.9,9.4,1.57,7.5,505
33.8,71.4,35.9,59.1,36.1,15,1.74,3.6,619
21.4,77.6,7.7,11.2,25.2,5,0.94,12.6,547
42,86.2,2,8.8,33.7,22.3,1.7,7.4,538
29.3,77.6,16.2,24.9,26.2,11.1,1.38,10.2,442
30.1,78.3,38.7,45.7,35.3,9.2,1.46,5.8,562
32.6,61.2,66.7,75,20.2,7.4,1.86,6.3,639
25.5,51,10.2,14.7,14.7,6.1,1.07,11,214
39.3,92.3,16,36.1,51.6,23.9,2.3,7.3,476
26.5,84.8,47.4,59.2,25.7,7.4,1.49,6.4,471
35.7,99.9,20.2,33.8,37.7,18.5,2.08,7.1,599
25,77.9,2.1,8.6,12.3,-0.3,1.09,14.1,269
27.4,69.9,5.9,9.5,25.2,5.7,0.89,11.9,589
32.4,62.5,28.9,38.3,31,7,1.64,5.1,688
30.2,62.7,3.8,11.4,13.6,7.5,1.02,15,270
35.4,81.5,4.6,17.8,37.6,11.7,1.9,3.6,488
30.6,107.4,35.4,53.4,31.2,23.4,1.73,5.6,631
33.4,50.3,36.7,43.4,35.6,5.3,1.31,5.4,443
22,69.7,32,34.7,28.9,3.8,1.21,10.6,239
42.1,74.2,0.7,16.8,32.9,31.7,2.73,3.3,526
42.8,78.6,31.8,44.5,32.4,26,1.98,3.8,598
19.5,42.7,3.8,8.6,23.8,1.7,1.06,10.4,390
27.6,52,48.9,53.6,28.7,5.1,1.65,5.6,364
35.7,73.1,2.8,7.9,26.9,14.5,1.77,6.2,421
22.9,74.8,9.5,15.1,21.6,4.8,1.11,13.7,525
29.4,49.7,41.2,51.6,26.5,10.4,1.47,6.9,622
21.8,43.3,1.3,5.1,19.8,8,0.84,10.6,451
22,70.7,34.7,46.7,19.8,10.5,1.78,5.6,691
