"Temperature","Humidity","PM2.5","PM10","NO2","SO2","CO","Industrial_Vicinity","Population_Density"
26.8,90,40.8,65.7,33.3,24,2.55,10.8,672
34.1,60.8,71.1,91.7,37.5,17.4,2.12,4.1,458
24.6,84.2,5.2,19.2,22.5,9,1.48,7.3,623
33.2,88.1,7,16.1,29.8,11.1,1.45,5.1,332
40.6,85.2,31.6,44.8,30.5,19,2.66,4.5,554
28.9,69.2,9.7,20.5,29.3,6.5,1.29,5,552
23.6,67.9,13.6,31.3,32.5,12.4,1.48,6.2,309
32.2,104.1,13.7,28.4,26.6,4.2,1.9,8.2,467
26.6,40.2,3.8,5.8,14.9,1.3,0.88,10.1,341
29,46,20.3,26.8,18.9,5.7,0.72,10.6,505
26.9,74.7,2.7,10.7,25.6,4.3,0.99,10.2,271
30.7,102,7.9,26.1,41.6,26.1,2.31,4.8,765
29.5,62.3,3.4,12.5,17.9,6.7,1.05,10.5,439
26.6,45.9,14.2,20.1,23.5,3.2,1.23,14,454
23.4,54.7,10.2,12.8,11.4,4.5,1.13,10.9,362
31.3,80.8,79.4,92.1,24.1,8,1.58,7.6,624
23.7,73,16.4,21.4,21.7,9.5,1.66,6,386
33.8,68,41.8,47.8,34.5,9.3,1.37,5.9,652
26.9,58.8,0.8,8.1,18.4,4.5,1.01,11.2,245
23.1,71,4.9,9.9,17.7,4.4,1.01,11.8,342
16.4,40.9,25,28.3,19.1,4,1.15,12.5,459
27.9,70.5,2,6.6,17.7,3.2,0.94,11,554
45.9,56.9,59.1,79.3,46.9,4.4,1.94,2.8,763
38.8,60.7,0.3,16,35.3,24.9,2,7.2,596
28.2,74.4,3,9.7,15.6,3.1,1.01,13.2,419
26.2,62.3,5.9,9.6,23.6,8.6,1.4,7.9,685
23.3,80.6,8.6,11.2,17.2,6.7,1.02,10.9,511
31.3,70.5,13.7,23.4,28.6,10.6,1.69,5.9,647
27.7,99.4,17.8,29.9,37.5,9.9,1.74,5.4,588
21.9,60.3,0,3.1,20,3,0.92,10.3,396
26.1,82.7,19.9,37.5,36.7,12,1.5,4.3,706
25.4,59.3,5.6,8.4,11.9,4.3,0.9,10.4,465
29.8,73.1,4.7,12.9,23.1,12.2,1.44,5.9,682
28.8,54.3,17.3,23.2,21.2,6.8,1.1,13,213
20.7,66.4,26.3,29.6,23.2,0.8,0.98,14.4,520
24.9,82.2,19.5,27.9,25.6,2,1.54,8.1,458
32.5,81.1,80.1,100.2,28.8,0.5,1.92,10.1,612
32.1,53,12.2,25.4,35.7,10.4,1.63,6.6,518
24.2,51.8,13.9,20.7,24.5,4.8,1.02,10.5,582
21.5,47.3,10.6,18.8,15.6,6.2,1,11.4,271
21.9,68.5,20,22.2,11.8,5.3,1.02,11.7,582
28.8,72.9,11,13.4,25.7,11,1.29,6.5,364
26.9,63.4,4.7,10.2,19.4,7.5,1.03,11,368
27.7,72.6,99.7,102.3,31.2,7.1,1.21,5.2,506
38.6,72.2,48.8,67.7,36.2,28.6,2.21,3,860
34.4,65.1,48.4,58.5,29.6,7.8,1.27,7.1,435
32.9,63.1,12.1,17.5,24.7,12.3,1.57,5.1,467
26.7,61.6,12.9,21.1,20.3,7.5,0.99,10.7,577
42.2,66,33.3,51.4,48,12.8,2.54,3.6,709
26.6,42.9,6.1,9.5,25,4.6,1.02,10.7,221
30.3,78.9,5.2,8.6,12.5,6.6,0.78,11,403
33.2,83.7,29.4,31.8,48.7,21.4,1.88,4.8,933
36,70.2,12.5,41.9,30.7,16,1.79,4.6,624
30.7,53.5,4.9,11.5,22.9,8.8,0.98,13.7,429
32.6,58.9,30.8,38.8,30.9,17.5,1.85,4.9,448
23,66.7,8.8,12.3,16.8,4.8,1.08,10.4,316
23.9,73.6,2,12,18.5,3.2,1.08,11.1,239
22.6,75.1,0.1,5.2,11.7,7.7,0.94,11.4,264
29.9,48.7,16.4,18.6,16.7,5.8,1.1,13.6,471
24,57.7,1.7,7.6,13.1,5.4,0.83,10.3,449
33.2,92.5,20,35.6,37.4,6.9,1.62,4.1,655
30,59.7,59.3,68.8,22.1,7.4,1.39,5.1,412
27.8,99.6,27.2,34.4,40.4,18.4,2.06,4.7,611
27.7,70,28.1,31.1,23,7.5,0.98,10,538
25.2,63.2,8.9,19.6,41.7,9.9,2.14,5.1,473
25.3,59.4,5.2,10.7,22.1,3.6,1.08,10.5,317
37.3,70.1,4.6,17.8,34.8,12,1.73,3.6,609
26.6,38.3,9.7,14.7,20.3,5.2,1.07,11.4,375
38.7,98.8,9.1,30.9,40.2,21,2.33,2.8,827
32.1,72.6,11.3,25.5,21.7,7.1,1.55,6.7,374
23.5,74.6,4,7.4,25.3,6.6,1.12,11.2,239
24.6,53,3.1,6,24.6,5.2,0.95,11.1,500
24.6,55.1,2.8,9.7,19.9,7,0.93,10.6,448
27.5,69.6,23.3,31.1,37.9,9.4,1.57,7.5,505
25.1,78.5,39.9,54.2,37.5,19.8,2.2,3.4,463
21.8,53.6,1.9,13.1,20.8,9,1.43,5,309
33.4,44.1,13.2,16.1,16.5,11.6,1.28,6,643
39,73.4,34.2,49.8,38.3,19.1,2.36,3.8,765
35.5,109.1,77.1,94.8,34.2,21.5,2.42,2.5,870
32.9,62.6,17.1,30.6,21.9,14.6,1.4,5.2,533
28,80.7,62.2,68.9,29,15.3,1.61,5.1,336
31.3,68.9,31.4,32.5,32.7,6.6,1.65,8,489
27,43.9,6.7,12.3,11.3,6.2,0.95,10.7,279
19.5,79.5,60.5,85.9,44,21.9,2.68,7.5,689
24.6,54.3,23.1,28.1,29.8,14.9,1.32,6.9,638
17.8,77.9,8.3,15.5,18.5,6.1,0.94,15.5,546
28.1,82,14.5,19.5,27,9.3,1.47,8.2,697
23,50.9,19.3,20.7,21.4,6.9,1,12.6,454
35.7,83.1,8.1,20.2,24.9,9.4,1.4,7.2,564
29.5,69.1,21.9,45.5,31.7,22.7,1.99,5.3,553
25.6,87.4,23.6,32.3,29.2,3.1,1.59,6.2,582
25.8,78.8,11.4,19.7,23.1,7.5,0.92,10.6,547
32.9,47.7,4.4,14.7,32.1,12.8,1.49,6.1,469
34.2,89.7,14.5,28.2,22.1,7.2,1.69,3.5,606
40,90.4,5.4,24.6,36.4,15.3,1.85,4.8,561
26.6,68.5,0.1,15.2,20.2,14.2,1.52,5.8,410
26.9,51.6,6.9,7.4,24.6,5.1,1.06,13.1,534
30.3,92.2,9.2,14.4,37.5,16.1,2.22,5.2,652
25.1,53.9,3,10.4,15.6,5.9,0.89,11,201
26.2,74.2,5.5,11.7,17.3,3.6,0.83,10.2,383
40.6,92.2,80.4,103.6,45.8,12.1,1.97,6.8,744
24.9,56.1,20.9,28.4,24.9,10.3,1.3,9.5,542
21.6,46.5,6.5,15.7,21.8,7.8,1.03,15,602
23.2,60,4.7,7.3,26.3,7.5,0.98,11.5,535
40,83.4,5,25.6,45,14.5,2.4,4.7,927
23.6,80.8,2.6,8.3,22.9,4.3,0.97,10.5,509
32.9,74.8,4.9,9.6,22.3,9.9,1.71,6,339
26.7,74.2,38.5,62.5,40.2,12.4,2.01,4.2,802
37.2,73,36.6,64.7,48.2,20.6,1.94,4,514
21.7,75,10.3,15.5,13.4,4.5,1.15,13.3,285
46.8,93.8,11.8,25.4,33.8,28.7,3.27,3.7,589
25.8,51.5,9.2,12.9,17.5,0.2,1.26,11.8,452
30.8,83.8,0.1,1.3,32.5,5.1,1.53,5.7,601
31.9,66.3,38.8,40,30.6,9.3,1.55,6.2,381
29.2,61.8,7.6,10.4,26.9,4.4,0.95,10.1,517
41.4,74.4,27.5,38.8,28.9,21.3,2.18,4.2,778
26.8,88.6,16,28.5,44.6,19.1,2.13,6.7,484
35.9,78.3,2.7,4.1,19.1,10.8,1.41,5.2,620
27.8,72.8,2,8.5,27.8,4,1.01,10.4,253
33,56.9,17.9,20.6,33.1,7,1.84,5.6,606
28.4,44.5,8.7,16.6,25,0.9,1.03,10.3,208
29.7,93.5,2.9,21.9,30.5,10,1.79,3.7,816
25.3,49.4,19.5,32,24.9,7.2,1.73,5.8,426
27.6,44.1,3.5,14.4,30.7,9.4,0.97,8,338
30.6,92.3,14.2,30.6,22.4,14.4,1.6,5.6,574
33.3,64.4,52.1,66.2,26.1,8.1,1.41,6.3,584
32.8,57.7,11.1,22.9,25.7,8.4,1.23,8.4,398
18.5,57.3,7.7,11.1,22.8,4.7,1.1,10.2,600
28.7,45.3,42.8,47.4,11.7,2.9,1.04,19.3,577
30.2,53.6,47.4,60,23.3,13.5,1.61,5.2,529
27.6,73,9.8,18.7,29.8,19.9,1.62,4.6,705
47.4,93.1,72.7,96.6,34.3,14.9,2.54,5.7,797
37.5,92,29,38.5,33,25.2,1.86,8.1,339
46.3,91,27,51.7,37.3,20.2,2.14,4.1,624
25.9,78,2,8.2,17.3,6.3,1.01,10,477
31.5,89.3,5.7,16.1,19.6,2.9,1.59,7.5,424
28.9,80.8,3.6,13.5,33.8,10.5,1.28,8.3,438
40.3,110.3,21.7,36.2,43.1,23.4,2.3,5.8,746
31.3,89.6,1.7,17,25.1,17.2,2.18,4.2,832
29.6,71.8,14.3,23.4,31.9,19.9,1.42,8.6,571
30.1,81.5,84.8,96.1,22.1,6,1.44,5.7,579
28.5,81.6,25.1,33.5,18.5,4.2,1.02,15.3,448
36.3,58.4,4.7,13.2,24,8.8,1.46,6.7,629
47,95.3,3,23.4,36.3,24.4,2.4,3.4,582
29.5,60.8,9.6,25,28.5,5.9,1.58,12.1,386
30.2,87.8,3.4,15.9,36,14.2,1.47,7.3,399
24.6,78.7,15.8,24.2,23.2,9.2,0.93,13.7,384
31.8,80.1,5.6,7.6,24.4,16.6,1.56,10.4,679
21.7,49.2,2.2,4.6,24.4,5.6,1.02,12.6,559
27.5,56.7,7,15.8,18.5,0.8,1.09,18.1,406
27.9,89.6,11.5,8.6,21.7,15.8,1.27,5.2,618
36.3,71.7,3.7,10.5,27.1,6.6,1.29,5.6,488
23.7,61.5,19.4,25,11.8,0.9,1.18,12,333
29.3,44.4,1.4,5.7,14.4,2.3,0.98,10.1,284
26.4,54.3,4.2,7.6,23.8,5.8,1.02,11.7,299
33.1,77.3,20.9,31.9,42.9,11.7,2.11,4.1,672
27.9,56.7,0.7,6,14.5,5.9,1.1,12.9,275
20.4,69.8,37.4,42.3,17.5,3.2,0.86,16.5,494
30.4,101.1,28.6,42.6,39.9,4,2.2,6.8,639
35.4,90.6,7.5,27.8,27.2,26.1,2.29,4.3,754
22.3,82.6,36.7,44.8,31.4,6.5,1.56,5.4,350
42.3,96.6,4.3,16.1,37.7,3.2,2.44,3.4,421
33.7,83.3,10.2,32.2,33.6,27.7,2.53,11.9,541
39.3,104.7,1.1,14.1,38.6,15.6,2.74,4.2,634
30.9,78.3,10.5,24,35.2,15.4,1.35,11.6,326
25.6,64.6,56.7,67.9,28,6.9,1.6,9.4,334
27,46.9,30.1,38.5,20.6,2.7,0.91,11.1,263
19.7,73.1,30.4,34.6,13.6,4.2,0.87,10,545
25.6,77.7,34.1,39.8,18.2,2.6,1.24,10.4,380
32.1,80.3,13.7,28.6,37,14.9,1.76,4.7,807
33.7,108.8,45.3,66,34.5,20.1,2.29,4.6,897
27.6,61.3,1.5,12,28.7,11.6,1.63,5.1,581
24.7,51.4,18.6,23.5,17.1,5.5,1.01,12.1,443
33.4,98.5,42.7,57.5,47.9,14.3,2.66,2.6,788
38.9,75.2,6.8,26.1,33.4,18,1.85,4.3,579
33,93.1,68.7,92,30.2,27.9,3.01,5.3,400
24.2,51.3,25.2,30.8,24.6,7,0.97,12,506
29.7,54,0.2,7.6,15.6,4.4,0.93,10.8,401
35.6,88.7,62,75.5,28.9,13.2,1.34,5.1,534
28.6,81.6,7.6,14.1,12,3.7,0.92,10.3,524
21.2,75.1,25.1,31.7,26,10.3,1.48,6.9,666
44.1,89.4,18.7,39.9,29.3,18.1,1.87,4.2,450
26.2,36.9,4.4,10.8,26,3.2,1,21.8,221
24.5,62.2,7.7,12.4,25.2,7.3,1.65,8.8,393
26.8,76.2,48.1,54.3,24.5,4.6,1.58,7.5,451
29.1,52.6,14,18.7,17.6,7.7,1.04,10.4,456
23.8,67.9,15.3,19.2,25,5.1,0.97,10,366
31.9,80.5,10.3,18.2,29.1,17.2,1.72,5.2,373
43.3,62.8,8,21.7,31.1,10.2,2.51,4.7,429
23.6,67.8,3.9,5.1,23.3,5,1.01,10.4,461
36,87.5,1.1,21.3,43.5,1.8,2.63,4,514
44.3,122.3,55.2,65.9,49.3,26.4,2.31,2.9,878
25.4,47.5,2.8,9,19.7,3.4,0.84,10.8,240
26.1,58.6,22,32.5,25.2,3.4,1.6,7.2,494
41.2,78.8,30.7,32.2,42.1,19,2.53,5,635
28,48.6,6.1,11.1,19.9,2.8,1,10.8,390
28,65.1,3.5,5.2,18.7,7.9,0.9,10.7,458
33.2,76.6,6.9,23.1,31,17.1,2.06,4.8,804
24.7,65.1,1.2,4,23.4,3.1,1.03,11.1,461
21.9,56.3,16.4,20.3,23.3,9.4,0.84,10.8,271
23.6,79.9,5.3,12.4,16.3,5,0.99,18.6,528
20.3,78.3,8.4,11.9,22.8,7.2,1.1,15.4,342
25.5,60.7,9.2,17.3,22.8,6.3,1.05,10.2,421
28.6,67.6,3.2,5,18.6,3.3,0.92,16.4,355
31.5,73.7,5.3,20.6,32.5,8.7,2.22,10.7,569
22.3,45.3,7,8.3,27.1,8.2,0.87,11.1,316
25.8,56.9,2.7,10.1,17.2,2.6,0.84,11.1,569
33.1,61,27.7,39.2,25.8,10.2,1.84,4.8,448
40.6,77.3,18.7,37.5,36.1,28.7,2.23,6.9,555
44.2,95.3,1.7,26.7,33.5,24.5,2.43,4.1,581
34.9,95.7,44.1,70.5,39.6,30.4,2.09,5.8,745
33.9,59.2,61.7,81.9,41.5,21.6,1.72,7.1,503
26.7,57.9,50,59.6,26.3,9.4,1.68,6.3,541
23.9,49.8,3.2,8.9,16.4,7.4,1,11.1,237
31.6,84.6,102.4,137.1,49.3,15.6,2.11,3.8,777
50.6,96.3,42,61.6,33.6,33.9,1.97,3,477
21.8,70.4,16.5,22.3,24.1,1.9,0.94,12.3,420
32.6,61.4,37.3,53.1,27.8,11.8,1.65,5.1,529
31.2,65.8,7.1,16.2,22.4,5.3,1.4,6,495
31.8,85.8,51.5,73.1,20.7,16.8,1.63,6.9,683
29.6,90.2,40.6,41.3,23.6,5.7,1.36,7,304
24.7,72.4,6.1,15.2,24.9,3.1,0.94,13.7,221
30.5,58.2,11.8,24.8,22.9,15.9,1.52,5.1,431
44.1,95.4,52.5,85.7,27.2,8.2,2.2,4.1,547
26.1,60.2,7.8,18.9,22.7,11.4,1.63,11.4,551
31.2,90,14.9,29.6,29.7,21.6,1.88,4.4,424
